state,pollster,pop,vtype,method,begmm,begdd,begyy,endmm,enddd,endyy,trump,clinton,other,undecided,Begdate,Enddate,Middate
2983,US,Ipsos/Reuters,,Likely Voters,Internet,8,6,2016,8,10,2016,35.0,40.0,17.0,8.0,,,
2984,US,Rasmussen,,Likely Voters,IVR/Online,8,9,2016,8,10,2016,40.0,43.0,14.0,3.0,,,
2985,US,UPI/CVOTER,,Likely Voters,Internet,8,3,2016,8,9,2016,46.0,48.0,,,,,
2986,US,UPI/CVOTER,,Likely Voters,Internet,8,2,2016,8,8,2016,45.0,49.0,,,,,
2987,US,Bloomberg/Selzer,,Likely Voters,Live Phone,8,5,2016,8,8,2016,40.0,44.0,13.0,3.0,,,
2988,US,Bloomberg/Selzer,,Likely Voters,Live Phone,8,5,2016,8,8,2016,44.0,50.0,3.0,3.0,,,
2989,US,YouGov/Economist,,Registered Voters,Internet,8,6,2016,8,9,2016,36.0,42.0,19.0,3.0,,,
2990,US,UPI/CVOTER,,Likely Voters,Internet,8,1,2016,8,7,2016,44.0,49.0,,,,,
2991,US,NBC/SurveyMonkey,,Registered Voters,Internet,8,1,2016,8,7,2016,41.0,51.0,0.0,8.0,,,
2992,US,NBC/SurveyMonkey,,Registered Voters,Internet,8,1,2016,8,7,2016,38.0,44.0,14.0,4.0,,,
2993,US,Monmouth University,,Likely Voters,Live Phone,8,4,2016,8,7,2016,37.0,50.0,13.0,0.0,,,
2994,US,UPI/CVOTER,,Likely Voters,Internet,7,31,2016,8,6,2016,43.0,50.0,,,,,
2995,US,Morning Consult,,Registered Voters,Internet,8,4,2016,8,5,2016,37.0,46.0,-1.0,18.0,,,
2996,US,Morning Consult,,Registered Voters,Internet,8,4,2016,8,5,2016,33.0,41.0,13.0,13.0,,,
2997,US,ABC/Post,,Likely Voters,Live Phone,8,1,2016,8,4,2016,44.0,51.0,4.0,1.0,,,
2998,US,ABC/Post,,Likely Voters,Live Phone,8,1,2016,8,4,2016,39.0,47.0,12.0,2.0,,,
2999,US,UPI/CVOTER,,Likely Voters,Internet,7,29,2016,8,4,2016,44.0,50.0,,,,,
3000,US,IBD/TIPP,,Registered Voters,Live Phone,7,29,2016,8,4,2016,39.0,46.0,14.0,1.0,,,
3001,US,IBD/TIPP,,Registered Voters,Live Phone,7,29,2016,8,4,2016,35.0,39.0,25.0,1.0,,,
3002,US,NBC/WSJ,,Registered Voters,Live Phone,7,31,2016,8,3,2016,38.0,47.0,11.0,4.0,,,
3003,US,NBC/WSJ,,Registered Voters,Live Phone,7,31,2016,8,3,2016,34.0,43.0,19.0,4.0,,,
3004,US,McClatchy/Marist,,Registered Voters,Live Phone,8,1,2016,8,3,2016,33.0,48.0,14.0,5.0,,,
3005,US,McClatchy/Marist,,Registered Voters,Live Phone,8,1,2016,8,3,2016,31.0,45.0,16.0,8.0,,,
3006,US,UPI/CVOTER,,Likely Voters,Internet,7,28,2016,8,3,2016,44.0,50.0,,,,,
3007,US,Ipsos/Reuters,,Likely Voters,Internet,7,30,2016,8,3,2016,39.0,43.0,12.0,6.0,,,
3008,US,Ipsos/Reuters,,Likely Voters,Internet,7,30,2016,8,3,2016,38.0,42.0,13.0,7.0,,,
3009,US,UPI/CVOTER,,Likely Voters,Internet,7,27,2016,8,2,2016,46.0,49.0,,,,,
3010,US,UPI/CVOTER,,Likely Voters,Internet,7,25,2016,7,31,2016,46.0,49.0,,,,,
3011,US,Rasmussen,,Likely Voters,IVR/Online,8,1,2016,8,2,2016,40.0,44.0,12.0,4.0,,,
3012,US,FOX,,Registered Voters,Live Phone,7,31,2016,8,2,2016,39.0,49.0,8.0,4.0,,,
3013,US,FOX,,Registered Voters,Live Phone,7,31,2016,8,2,2016,35.0,44.0,16.0,5.0,,,
3014,US,Penn Schoen Berland,,Likely Voters,Internet,7,1,2016,7,5,2016,36.0,40.0,11.0,13.0,,,
3015,US,Penn Schoen Berland,,Likely Voters,Internet,7,22,2016,7,24,2016,44.0,41.0,6.0,9.0,,,
3016,US,Penn Schoen Berland,,Likely Voters,Internet,7,29,2016,8,1,2016,40.0,45.0,6.0,9.0,,,
3017,US,YouGov/Economist,,Registered Voters,Internet,7,30,2016,8,1,2016,36.0,41.0,21.0,2.0,,,
3018,US,NBC/SurveyMonkey,,Registered Voters,Internet,7,25,2016,7,31,2016,42.0,50.0,0.0,8.0,,,
3019,US,NBC/SurveyMonkey,,Registered Voters,Internet,7,25,2016,7,31,2016,38.0,43.0,14.0,5.0,,,
3020,US,CNN,,Registered Voters,Live Phone,7,29,2016,7,31,2016,43.0,52.0,5.0,0.0,,,
3021,US,CNN,,Registered Voters,Live Phone,7,29,2016,7,31,2016,37.0,45.0,17.0,1.0,,,
3022,US,CBS,,Registered Voters,Live Phone,7,29,2016,7,31,2016,41.0,47.0,9.0,3.0,,,
3023,US,CBS,,Registered Voters,Live Phone,7,29,2016,7,31,2016,38.0,43.0,16.0,3.0,,,
3024,US,Morning Consult,,Registered Voters,Internet,7,29,2016,7,30,2016,40.0,43.0,0.0,17.0,,,
3025,US,Morning Consult,,Registered Voters,Internet,7,29,2016,7,30,2016,36.0,41.0,11.0,12.0,,,
3026,US,PPP (D),,Likely Voters,IVR/Online,7,29,2016,7,30,2016,41.0,46.0,8.0,5.0,,,
3027,US,PPP (D),,Likely Voters,IVR/Online,7,29,2016,7,30,2016,45.0,50.0,0.0,5.0,,,
3028,US,RABA Research,,Likely Voters,Internet,7,29,2016,7,29,2016,31.0,46.0,8.0,15.0,,,
3029,US,Ipsos/Reuters,,Likely Voters,Internet,7,25,2016,7,29,2016,35.0,40.0,13.0,12.0,,,
3030,US,Ipsos/Reuters,,Likely Voters,Internet,7,25,2016,7,29,2016,37.0,37.0,16.0,10.0,,,
3031,US,Rasmussen,,Likely Voters,IVR/Online,7,26,2016,7,27,2016,42.0,43.0,11.0,4.0,,,
3032,US,RABA Research,,Likely Voters,Internet,7,22,2016,7,22,2016,34.0,39.0,12.0,15.0,,,
3033,US,University of Delaware/PSRAI,,Registered Voters,Live Phone,7,21,2016,7,24,2016,42.0,46.0,9.0,3.0,,,
3034,US,NBC/SurveyMonkey,,Registered Voters,Internet,7,18,2016,7,24,2016,45.0,46.0,0.0,9.0,,,
3035,US,NBC/SurveyMonkey,,Registered Voters,Internet,7,18,2016,7,24,2016,41.0,39.0,14.0,6.0,,,
3036,US,YouGov/Economist,,Registered Voters,Internet,7,23,2016,7,24,2016,38.0,40.0,20.0,2.0,,,
3037,US,CBS,,Registered Voters,Live Phone,7,22,2016,7,24,2016,44.0,43.0,9.0,4.0,,,
3038,US,CBS,,Registered Voters,Live Phone,7,22,2016,7,24,2016,40.0,39.0,17.0,4.0,,,
3039,US,CNN,,Registered Voters,Live Phone,7,22,2016,7,24,2016,48.0,45.0,6.0,1.0,,,
3040,US,CNN,,Registered Voters,Live Phone,7,22,2016,7,24,2016,44.0,39.0,15.0,2.0,,,
3041,US,Morning Consult,,Registered Voters,Internet,7,22,2016,7,24,2016,44.0,40.0,0.0,16.0,,,
3042,US,Morning Consult,,Registered Voters,Internet,7,22,2016,7,24,2016,40.0,36.0,11.0,13.0,,,
3043,US,Gravis Marketing/OANN,,Registered Voters,Automated Phone,7,21,2016,7,22,2016,51.0,49.0,,,,,
3044,US,Ipsos/Reuters,,Registered Voters,Internet,7,16,2016,7,20,2016,36.0,40.0,16.0,8.0,,,
3045,US,Ipsos/Reuters,,Registered Voters,Internet,7,16,2016,7,20,2016,35.0,39.0,18.0,8.0,,,
3046,US,ARG,,Registered Voters,Live Phone,7,17,2016,7,20,2016,42.0,43.0,6.0,9.0,,,
3047,US,Rasmussen,,Likely Voters,IVR/Online,7,18,2016,7,19,2016,43.0,42.0,11.0,4.0,,,
3048,US,ICITIZEN,,Registered Voters,Internet,7,12,2016,7,15,2016,41.0,46.0,0.0,13.0,,,
3049,US,ICITIZEN,,Registered Voters,Internet,7,12,2016,7,15,2016,32.0,39.0,19.0,10.0,,,
3050,US,GQR (D-Democracy Corps),,Likely Voters,Live Phone,7,13,2016,7,18,2016,40.0,43.0,15.0,2.0,,,
3051,US,GQR (D-Democracy Corps),,Likely Voters,Live Phone,7,13,2016,7,18,2016,43.0,50.0,4.0,3.0,,,
3052,US,NBC/SurveyMonkey,,Registered Voters,Internet,7,11,2016,7,17,2016,45.0,46.0,0.0,9.0,,,
3053,US,NBC/SurveyMonkey,,Registered Voters,Internet,7,11,2016,7,17,2016,40.0,39.0,14.0,7.0,,,
3054,US,YouGov/Economist,,Registered Voters,Internet,7,15,2016,7,17,2016,37.0,40.0,20.0,3.0,,,
3055,US,Monmouth University,,Registered Voters,Live Phone,7,14,2016,7,16,2016,40.0,43.0,13.0,4.0,,,
3056,US,Franklin Pierce/RKM/Boston Herald,,Likely Voters,Live Phone,7,12,2016,7,16,2016,41.0,44.0,12.0,3.0,,,
3057,US,Morning Consult,,Registered Voters,Internet,7,14,2016,7,16,2016,39.0,41.0,0.0,20.0,,,
3058,US,Morning Consult,,Registered Voters,Internet,7,14,2016,7,16,2016,35.0,38.0,12.0,15.0,,,
3059,US,CNN,,Registered Voters,Live Phone,7,13,2016,7,16,2016,42.0,49.0,8.0,1.0,,,
3060,US,CNN,,Registered Voters,Live Phone,7,13,2016,7,16,2016,37.0,42.0,21.0,0.0,,,
3061,US,ABC/Post,,Registered Voters,Live Phone,7,11,2016,7,14,2016,43.0,47.0,8.0,2.0,,,
3062,US,ABC/Post,,Registered Voters,Live Phone,7,11,2016,7,14,2016,38.0,42.0,17.0,3.0,,,
3063,US,NBC/WSJ,,Registered Voters,Live Phone,7,9,2016,7,13,2016,41.0,46.0,9.0,4.0,,,
3064,US,NBC/WSJ,,Registered Voters,Live Phone,7,9,2016,7,13,2016,35.0,41.0,20.0,4.0,,,
3065,US,AP-GfK (web),,Registered Voters,Internet,7,7,2016,7,11,2016,36.0,40.0,18.0,6.0,,,
3066,US,Rasmussen,,Likely Voters,IVR/Online,7,12,2016,7,13,2016,44.0,37.0,13.0,6.0,,,
3067,US,CBS/Times,,Registered Voters,Live Phone,7,8,2016,7,12,2016,40.0,40.0,13.0,7.0,,,
3068,US,CBS/Times,,Registered Voters,Live Phone,7,8,2016,7,12,2016,36.0,36.0,19.0,9.0,,,
3069,US,YouGov/Economist,,Registered Voters,Internet,7,9,2016,7,11,2016,37.0,40.0,19.0,4.0,,,
3070,US,McClatchy/Marist,,Registered Voters,Live Phone,7,5,2016,7,9,2016,39.0,42.0,15.0,4.0,,,
3071,US,McClatchy/Marist,,Registered Voters,Live Phone,7,5,2016,7,9,2016,35.0,40.0,16.0,9.0,,,
3072,US,RABA Research,,Likely Voters,Internet,7,7,2016,7,9,2016,29.0,41.0,12.0,18.0,,,
3073,US,NBC/SurveyMonkey,,Registered Voters,Internet,7,4,2016,7,10,2016,44.0,47.0,-1.0,10.0,,,
3074,US,NBC/SurveyMonkey,,Registered Voters,Internet,7,4,2016,7,10,2016,38.0,40.0,16.0,6.0,,,
3075,US,Morning Consult,,Registered Voters,Internet,7,8,2016,7,10,2016,41.0,42.0,-1.0,18.0,,,
3076,US,Morning Consult,,Registered Voters,Internet,7,8,2016,7,10,2016,37.0,39.0,11.0,13.0,,,
3077,US,Rasmussen,,Likely Voters,IVR/Online,7,5,2016,7,5,2016,40.0,38.0,18.0,4.0,,,
3078,US,GQR (D-Democracy Corps),,Likely Voters,Live Phone,6,23,2016,6,28,2016,37.0,48.0,13.0,2.0,,,
3079,US,Pew,,Registered Voters,Live Phone,6,15,2016,6,26,2016,36.0,45.0,16.0,3.0,,,
3080,US,Pew,,Registered Voters,Live Phone,6,15,2016,6,26,2016,42.0,51.0,0.0,7.0,,,
3081,US,Rasmussen,,Likely Voters,IVR/Online,7,5,2016,7,5,2016,42.0,40.0,13.0,5.0,,,
3082,US,Ipsos/Reuters,,Registered Voters,Internet,7,2,2016,7,6,2016,33.0,44.0,19.0,4.0,,,
3083,US,Ipsos/Reuters,,Registered Voters,Internet,7,2,2016,7,6,2016,33.0,42.0,18.0,7.0,,,
3084,US,YouGov/Economist,,Registered Voters,Internet,7,2,2016,7,4,2016,37.0,42.0,19.0,2.0,,,
3085,US,Morning Consult,,Registered Voters,Internet,6,30,2016,7,4,2016,40.0,41.0,0.0,19.0,,,
3086,US,Morning Consult,,Registered Voters,Internet,6,30,2016,7,4,2016,37.0,38.0,10.0,15.0,,,
3087,US,Gravis Marketing/OANN,,Registered Voters,Automated Phone,6,27,2016,6,28,2016,46.0,50.0,,,,,
3088,US,NBC/SurveyMonkey,,Registered Voters,Internet,6,27,2016,7,3,2016,43.0,48.0,0.0,9.0,,,
3089,US,NBC/SurveyMonkey,,Registered Voters,Internet,6,27,2016,7,3,2016,38.0,41.0,15.0,6.0,,,
3090,US,Suffolk/USA Today,,Likely Voters,Live Phone,6,26,2016,6,29,2016,40.0,46.0,12.0,2.0,,,
3091,US,Suffolk/USA Today,,Likely Voters,Live Phone,6,26,2016,6,29,2016,35.0,39.0,25.0,1.0,,,
3092,US,IBD/TIPP,,Registered Voters,Live Phone,6,24,2016,6,29,2016,40.0,44.0,10.0,6.0,,,
3093,US,IBD/TIPP,,Registered Voters,Live Phone,6,24,2016,6,29,2016,36.0,37.0,26.0,1.0,,,
3094,US,FOX,,Registered Voters,Live Phone,6,26,2016,6,28,2016,38.0,44.0,13.0,5.0,,,
3095,US,FOX,,Registered Voters,Live Phone,6,26,2016,6,28,2016,36.0,41.0,16.0,7.0,,,
3096,US,Ipsos/Reuters,,Registered Voters,Internet,6,25,2016,6,29,2016,32.0,42.0,20.0,6.0,,,
3097,US,Ipsos/Reuters,,Registered Voters,Internet,6,25,2016,6,29,2016,31.0,42.0,20.0,7.0,,,
3098,US,PPP (D),,Likely Voters,IVR/Online,6,27,2016,6,28,2016,41.0,45.0,7.0,7.0,,,
3099,US,PPP (D),,Likely Voters,IVR/Online,6,27,2016,6,28,2016,44.0,48.0,1.0,7.0,,,
3100,US,Rasmussen,,Likely Voters,IVR/Online,6,28,2016,6,29,2016,43.0,39.0,13.0,5.0,,,
3101,US,YouGov/Economist,,Registered Voters,Internet,6,24,2016,6,27,2016,35.0,40.0,22.0,3.0,,,
3102,US,Quinnipiac,,Registered Voters,Live Phone,6,21,2016,6,27,2016,40.0,42.0,13.0,5.0,,,
3103,US,Quinnipiac,,Registered Voters,Live Phone,6,21,2016,6,27,2016,37.0,39.0,17.0,7.0,,,
3104,US,NBC/SurveyMonkey,,Registered Voters,Internet,6,20,2016,6,26,2016,41.0,49.0,0.0,10.0,,,
3105,US,NBC/SurveyMonkey,,Registered Voters,Internet,6,20,2016,6,26,2016,36.0,42.0,15.0,7.0,,,
3106,US,Morning Consult,,Registered Voters,Internet,6,24,2016,6,27,2016,39.0,44.0,-1.0,18.0,,,
3107,US,Morning Consult,,Registered Voters,Internet,6,24,2016,6,27,2016,36.0,39.0,12.0,13.0,,,
3108,US,NBC/WSJ,,Registered Voters,Live Phone,6,19,2016,6,23,2016,41.0,46.0,11.0,2.0,,,
3109,US,NBC/WSJ,,Registered Voters,Live Phone,6,19,2016,6,23,2016,38.0,39.0,19.0,4.0,,,
3110,US,ABC/Post,,Registered Voters,Live Phone,6,20,2016,6,23,2016,39.0,51.0,9.0,1.0,,,
3111,US,ABC/Post,,Registered Voters,Live Phone,6,20,2016,6,23,2016,34.0,47.0,16.0,3.0,,,
3112,US,Rasmussen,,Likely Voters,IVR/Online,6,20,2016,6,21,2016,39.0,44.0,11.0,6.0,,,
3113,US,Ipsos/Reuters,,Registered Voters,Internet,6,18,2016,6,22,2016,34.0,44.0,17.0,5.0,,,
3114,US,YouGov/Economist,,Registered Voters,Internet,6,18,2016,6,20,2016,39.0,43.0,16.0,2.0,,,
3115,US,ARG,,Registered Voters,Live Phone,6,17,2016,6,20,2016,41.0,50.0,3.0,6.0,,,
3116,US,NBC/SurveyMonkey,,Registered Voters,Internet,6,13,2016,6,19,2016,42.0,48.0,0.0,10.0,,,
3117,US,NBC/SurveyMonkey,,Registered Voters,Internet,6,13,2016,6,19,2016,38.0,42.0,13.0,7.0,,,
3118,US,CNN,,Registered Voters,Live Phone,6,16,2016,6,19,2016,42.0,47.0,10.0,1.0,,,
3119,US,CNN,,Registered Voters,Live Phone,6,16,2016,6,19,2016,38.0,42.0,19.0,1.0,,,
3120,US,CNBC,,Registered Voters,Live Phone,6,11,2016,6,13,2016,35.0,40.0,18.0,7.0,,,
3121,US,Morning Consult,,Registered Voters,Internet,6,15,2016,6,20,2016,40.0,42.0,1.0,17.0,,,
3122,US,Morning Consult,,Registered Voters,Internet,6,15,2016,6,20,2016,38.0,38.0,10.0,14.0,,,
3123,US,Monmouth University,,Registered Voters,Live Phone,6,15,2016,6,19,2016,40.0,47.0,7.0,6.0,,,
3124,US,Monmouth University,,Registered Voters,Live Phone,6,15,2016,6,19,2016,36.0,42.0,21.0,1.0,,,
3125,US,Gravis Marketing/OANN,,Registered Voters,Automated Phone,6,16,2016,6,16,2016,45.0,50.0,,,,,
3126,US,Ipsos/Reuters,,Registered Voters,Internet,6,11,2016,6,15,2016,32.0,41.0,23.0,4.0,,,
3127,US,Ipsos/Reuters,,Registered Voters,Internet,6,11,2016,6,15,2016,29.0,39.0,23.0,9.0,,,
3128,US,Rasmussen,,Likely Voters,IVR/Online,6,14,2016,6,15,2016,39.0,44.0,13.0,4.0,,,
3129,US,CBS,,Registered Voters,Live Phone,6,9,2016,6,13,2016,37.0,43.0,14.0,6.0,,,
3130,US,CBS,,Registered Voters,Live Phone,6,9,2016,6,13,2016,32.0,39.0,20.0,9.0,,,
3131,US,Bloomberg/Selzer,,Likely Voters,Live Phone,6,10,2016,6,13,2016,37.0,49.0,13.0,1.0,,,
3132,US,Bloomberg/Selzer,,Likely Voters,Live Phone,6,10,2016,6,13,2016,36.0,54.0,1.0,9.0,,,
3133,US,Morning Consult,,Registered Voters,Internet,6,8,2016,6,9,2016,37.0,42.0,0.0,21.0,,,
3134,US,Morning Consult,,Registered Voters,Internet,6,8,2016,6,9,2016,33.0,39.0,9.0,19.0,,,
3135,US,NBC/SurveyMonkey,,Registered Voters,Internet,6,6,2016,6,12,2016,42.0,49.0,0.0,9.0,,,
3136,US,NBC/SurveyMonkey,,Registered Voters,Internet,6,6,2016,6,12,2016,38.0,42.0,14.0,6.0,,,
3137,US,FOX,,Registered Voters,Live Phone,6,5,2016,6,8,2016,39.0,42.0,13.0,6.0,,,
3138,US,FOX,,Registered Voters,Live Phone,6,5,2016,6,8,2016,36.0,39.0,18.0,7.0,,,
3139,US,Ipsos/Reuters,,Registered Voters,Internet,6,4,2016,6,8,2016,34.0,42.0,18.0,6.0,,,
3140,US,Rasmussen,,Likely Voters,IVR/Online,6,6,2016,6,7,2016,38.0,42.0,15.0,5.0,,,
3141,US,YouGov/Economist,,Registered Voters,Internet,6,2,2016,6,5,2016,41.0,44.0,12.0,3.0,,,
3142,US,NBC/SurveyMonkey,,Registered Voters,Internet,5,30,2016,6,5,2016,44.0,48.0,-1.0,9.0,,,
3143,US,Morning Consult,,Registered Voters,Internet,6,1,2016,6,5,2016,40.0,44.0,0.0,16.0,,,
3144,US,IBD/TIPP,,Registered Voters,Live Phone,5,31,2016,6,5,2016,40.0,45.0,9.0,6.0,,,
3145,US,IBD/TIPP,,Registered Voters,Live Phone,5,31,2016,6,5,2016,36.0,37.0,26.0,1.0,,,
3146,US,Rasmussen,,Likely Voters,IVR/Online,5,31,2016,6,1,2016,38.0,39.0,18.0,5.0,,,
3147,US,Ipsos/Reuters,,Registered Voters,Internet,5,28,2016,6,1,2016,34.0,43.0,17.0,6.0,,,
3148,US,Morning Consult,,Registered Voters,Internet,5,24,2016,5,30,2016,39.0,42.0,1.0,18.0,,,
3149,US,Quinnipiac,,Registered Voters,Live Phone,5,24,2016,5,30,2016,41.0,45.0,8.0,6.0,,,
3150,US,Quinnipiac,,Registered Voters,Live Phone,5,24,2016,5,30,2016,38.0,40.0,15.0,7.0,,,
3151,US,NBC/SurveyMonkey,,Registered Voters,Internet,5,23,2016,5,29,2016,45.0,47.0,0.0,8.0,,,
3152,US,Rasmussen,,Likely Voters,IVR/Online,5,23,2016,5,24,2016,39.0,40.0,14.0,7.0,,,
3153,US,Ipsos/Reuters,,Registered Voters,Internet,5,21,2016,5,25,2016,36.0,41.0,17.0,6.0,,,
3154,US,YouGov/Economist,,Registered Voters,Internet,5,20,2016,5,23,2016,41.0,42.0,13.0,4.0,,,
3155,US,Morning Consult,,Registered Voters,Internet,5,19,2016,5,23,2016,40.0,42.0,0.0,18.0,,,
3156,US,NBC/SurveyMonkey,,Registered Voters,Internet,5,16,2016,5,22,2016,43.0,47.0,1.0,9.0,,,
3157,US,ARG,,Registered Voters,Live Phone,5,17,2016,5,20,2016,46.0,46.0,2.0,6.0,,,
3158,US,Schoen (D),,Likely Voters,Live Phone,5,16,2016,5,19,2016,42.0,44.0,0.0,14.0,,,
3159,US,ABC/Post,,Registered Voters,Live Phone,5,16,2016,5,19,2016,46.0,44.0,9.0,1.0,,,
3160,US,NBC/WSJ,,Registered Voters,Live Phone,5,15,2016,5,19,2016,43.0,46.0,9.0,2.0,,,
3161,US,CBS/Times,,Registered Voters,Live Phone,5,13,2016,5,17,2016,41.0,47.0,8.0,4.0,,,
3162,US,Ipsos/Reuters,,Registered Voters,Internet,5,14,2016,5,18,2016,36.0,41.0,18.0,5.0,,,
3163,US,Rasmussen,,Likely Voters,IVR/Online,5,17,2016,5,18,2016,42.0,37.0,14.0,7.0,,,
3164,US,FOX,,Registered Voters,Live Phone,5,14,2016,5,17,2016,45.0,42.0,7.0,6.0,,,
3165,US,FOX,,Registered Voters,Live Phone,5,14,2016,5,17,2016,42.0,39.0,17.0,2.0,,,
3166,US,McLaughlin (R),,Likely Voters,Internet,5,11,2016,5,16,2016,42.0,46.0,0.0,12.0,,,
3167,US,Morning Consult,,Registered Voters,Internet,5,11,2016,5,15,2016,40.0,42.0,1.0,17.0,,,
3168,US,NBC/SurveyMonkey,,Registered Voters,Internet,5,9,2016,5,15,2016,45.0,48.0,0.0,7.0,,,
3169,US,Ipsos/Reuters,,Registered Voters,Internet,5,7,2016,5,11,2016,37.0,41.0,16.0,6.0,,,
3170,US,Gravis Marketing/OANN,,Registered Voters,Automated Phone,5,10,2016,5,10,2016,49.0,51.0,,,,,
3171,US,YouGov/Economist,,Registered Voters,Internet,5,6,2016,5,9,2016,40.0,42.0,13.0,5.0,,,
3172,US,Morning Consult,,Registered Voters,Internet,5,5,2016,5,9,2016,38.0,44.0,0.0,18.0,,,
3173,US,NBC/SurveyMonkey,,Registered Voters,Internet,5,2,2016,5,8,2016,44.0,49.0,0.0,7.0,,,
3174,US,PPP (D),,Likely Voters,IVR/Online,5,6,2016,5,9,2016,38.0,42.0,7.0,13.0,,,
3175,US,PPP (D),,Likely Voters,IVR/Online,5,6,2016,5,9,2016,41.0,47.0,0.0,12.0,,,
3176,US,Ipsos/Reuters,,Registered Voters,Internet,4,30,2016,5,4,2016,36.0,45.0,16.0,3.0,,,
3177,US,CNN,,Registered Voters,Live Phone,4,28,2016,5,1,2016,41.0,54.0,5.0,0.0,,,
3178,US,Morning Consult,,Registered Voters,Internet,4,29,2016,5,2,2016,40.0,45.0,0.0,15.0,,,
3179,US,NBC/SurveyMonkey,,Registered Voters,Internet,4,25,2016,5,1,2016,37.0,43.0,1.0,19.0,,,
3180,US,Rasmussen,,Likely Voters,IVR/Online,4,27,2016,4,28,2016,41.0,39.0,15.0,5.0,,,
3181,US,IBD/TIPP,,Registered Voters,Live Phone,4,22,2016,4,28,2016,40.0,47.0,11.0,2.0,,,
3182,US,Morning Consult,,Registered Voters,Internet,4,20,2016,4,22,2016,40.0,46.0,-1.0,15.0,,,
3183,US,Morning Consult,,Registered Voters,Internet,4,26,2016,4,29,2016,39.0,46.0,0.0,15.0,,,
3184,US,Rasmussen,,Likely Voters,IVR/Online,4,25,2016,4,26,2016,38.0,38.0,22.0,2.0,,,
3185,US,Ipsos/Reuters,,Registered Voters,Internet,4,23,2016,4,27,2016,36.0,43.0,16.0,5.0,,,
3186,US,Zogby (Internet),,Likely Voters,Internet,4,19,2016,4,20,2016,40.0,47.0,-1.0,14.0,,,
3187,US,YouGov/Economist,,Registered Voters,Internet,4,22,2016,4,26,2016,40.0,43.0,11.0,6.0,,,
3188,US,NBC/SurveyMonkey,,Registered Voters,Internet,4,18,2016,4,24,2016,36.0,44.0,1.0,19.0,,,
3189,US,Suffolk/USA Today,,Likely Voters,Live Phone,4,20,2016,4,24,2016,39.0,50.0,9.0,2.0,,,
3190,US,GWU/Battleground,,Likely Voters,Live Phone,4,17,2016,4,20,2016,43.0,46.0,0.0,11.0,,,
3191,US,Ipsos/Reuters,,Registered Voters,Internet,4,16,2016,4,20,2016,33.0,44.0,17.0,6.0,,,
3192,US,Morning Consult,,Registered Voters,Internet,4,8,2016,4,11,2016,37.0,46.0,1.0,16.0,,,
3193,US,NBC/SurveyMonkey,,Registered Voters,Internet,4,11,2016,4,17,2016,39.0,48.0,4.0,9.0,,,
3194,US,NBC/WSJ,,Registered Voters,Live Phone,4,10,2016,4,14,2016,39.0,50.0,9.0,2.0,,,
3195,US,Morning Consult,,Registered Voters,Internet,4,15,2016,4,17,2016,37.0,46.0,0.0,17.0,,,
3196,US,CBS,,Registered Voters,Live Phone,4,8,2016,4,12,2016,40.0,50.0,8.0,2.0,,,
3197,US,FOX,,Registered Voters,Live Phone,4,11,2016,4,13,2016,41.0,48.0,9.0,2.0,,,
3198,US,Ipsos/Reuters,,Registered Voters,Internet,4,9,2016,4,13,2016,34.0,43.0,19.0,4.0,,,
3199,US,NBC/SurveyMonkey,,Registered Voters,Internet,4,4,2016,4,10,2016,36.0,43.0,21.0,0.0,,,
3200,US,Ipsos/Reuters,,Registered Voters,Internet,4,2,2016,4,6,2016,34.0,39.0,21.0,6.0,,,
3201,US,McClatchy/Marist,,Registered Voters,Live Phone,3,29,2016,3,31,2016,41.0,50.0,0.0,9.0,,,
3202,US,Morning Consult,,Registered Voters,Internet,4,1,2016,4,3,2016,38.0,45.0,0.0,17.0,,,
3203,US,NBC/SurveyMonkey,,Registered Voters,Internet,3,28,2016,4,3,2016,33.0,45.0,2.0,20.0,,,
3204,US,IBD/TIPP,,Registered Voters,Live Phone,3,28,2016,4,2,2016,35.0,47.0,15.0,3.0,,,
3205,US,GQR (D-Democracy Corps/Women's Voices Women Vote),,Likely Voters,Live Phone,3,17,2016,3,24,2016,40.0,53.0,5.0,2.0,,,
3206,US,YouGov/Economist,,Registered Voters,Internet,3,26,2016,3,29,2016,41.0,45.0,7.0,7.0,,,
3207,US,Ipsos/Reuters,,Registered Voters,Internet,3,27,2016,3,31,2016,32.0,45.0,17.0,6.0,,,
3208,US,PPP (D),,Likely Voters,IVR/Online,3,24,2016,3,26,2016,41.0,48.0,0.0,11.0,,,
3209,US,McLaughlin (R),,Likely Voters,Internet,3,17,2016,3,23,2016,41.0,48.0,-1.0,12.0,,,
3210,US,Morning Consult,,Registered Voters,Internet,3,24,2016,3,26,2016,38.0,44.0,0.0,18.0,,,
3211,US,Ipsos/Reuters,,Registered Voters,Internet,3,19,2016,3,23,2016,35.0,43.0,15.0,7.0,,,
3212,US,Monmouth University,,Registered Voters,Live Phone,3,17,2016,3,20,2016,38.0,48.0,5.0,9.0,,,
3213,US,FOX,,Registered Voters,Live Phone,3,20,2016,3,22,2016,38.0,49.0,10.0,3.0,,,
3214,US,Bloomberg/Selzer,,Likely Voters,Live Phone,3,19,2016,3,22,2016,36.0,54.0,1.0,9.0,,,
3215,US,Quinnipiac,,Registered Voters,Live Phone,3,16,2016,3,21,2016,40.0,46.0,10.0,4.0,,,
